id,property_url,title,address,price,pricing_qualifier,listing_time,property_type,bedrooms,bathrooms,epc_rating,size,features,latitude,longitude,tenure
1429,https://www.onthemarket.com/details/15037144/,2 bedroom apartment for sale,"Chadwick Road, Slough, SL3",270000,Offers in excess of,Added < 7 days,Apartment,2 bed,2bath,EPC rating: C*,710 sq ft / 66 sq m,"[""Tenure: Leasehold"", ""Waterside Grange Development"", ""2 Double Bedrooms"", ""2 Bathrooms"", ""122 Year Lease"", ""Allocated Parking"", ""Ideal for First Time Buyers and Investors"", ""Modern First Floor Apartment""]",51.509350414997,-0.560369188269,LEASEHOLD
1430,https://www.onthemarket.com/details/14391030/,3 bedroom terraced house for sale,"Turnmill Avenue, Milton Keynes MK6",325000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: C*,"1,140 sq ft / 106 sq m","[""Tenure: Freehold"", ""Mid Terrace Property"", ""Three Good Size Bedrooms"", ""Off Road Parking"", ""Access To Central Milton Keynes"", ""Double Reception Room"", ""Rear Garden""]",52.042423987932,-0.73451224259,FREEHOLD
1431,https://www.onthemarket.com/details/15037414/,3 bedroom link detached house for sale,"Hindemith Gardens, Old Farm Park, Milton Keynes, MK7",370000,Guide price,Added < 7 days,Link detached house,3 bed,2bath,EPC rating: D*,828 sq ft / 77 sq m,"[""Tenure: Freehold"", ""THREE BEDROOMS"", ""CLOAKROOM"", ""EN SUITE"", ""GARAGE AND DRIVEWAY""]",52.016361499179,-0.679965740688,FREEHOLD
1432,https://www.onthemarket.com/details/14665197/,3 bedroom bungalow for sale,"Padbury, Buckingham MK18",350000,Guide price,Added > 14 days,Bungalow,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold""]",52.016559,-0.9775293,FREEHOLD
1433,https://www.onthemarket.com/details/14835780/,5 bedroom townhouse for sale,"Cable Crescent, Milton Keynes MK17",450000,Offers in excess of,Added > 14 days,Townhouse,5 bed,3bath,EPC rating: C*,"1,323 sq ft / 123 sq m","[""Tenure: Freehold"", ""Townhouse"", ""Great Location"", ""Five Bedrooms"", ""Two En-suites"", ""Private Garden"", ""Garage & Car Port"", ""Walking Distance Railway Station"", ""Well Presented""]",52.015095714318,-0.652928432559,FREEHOLD
1434,https://www.onthemarket.com/details/13982174/,3 bedroom semi-detached house for sale,"Chesham,  Buckinghamshire,  HP5",525000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: C*,821 sq ft / 76 sq m,"[""Tenure: Freehold"", ""Living Room With Open Fire Place"", ""Kitchen"", ""Bathroom"", ""Front, Side & Rear Gardens"", ""Garage"", ""Off Street Parking"", ""Three Bedrooms"", ""Conservatory/Utility""]",51.705259,-0.611285,FREEHOLD
1435,https://www.onthemarket.com/details/14747660/,3 bedroom bungalow for sale,Pinewood Road - Views and Total Seclusion in a Tranquil Location,650000,Price qualifier not available,Added > 14 days,Bungalow,3 bed,2bath,EPC rating not available,Size info not available,"[""Detached Bungalow"", ""Large Garden measuring approx. 1/3 acre"", ""Kitchen/Breakfast Room"", ""Dual Aspect Sitting Room with Southerly Views"", ""Detached Garage with parking for several Cars"", ""Two Bathrooms""]",53.408386605,-1.969559544,UNKNOWN
1436,https://www.onthemarket.com/details/13472454/,1 bedroom maisonette for sale,"Maypole Road, Taplow",189950,Guide price,Added > 14 days,Maisonette,1 bed,1bath,EPC rating: B*,409 sq ft / 38 sq m,"[""Well Presented One Bedroom Ground Floor Maisonette"", ""Sough-After Burnham / Taplow Location"", ""10 Minute Walk to Taplow Station (Main Paddington Line & Crossrail Station)"", ""Ideal Purchase for First Time Buyers & Investors"", ""Allocated Parking Space"", ""Sold with No Onward Chain"", ""Modern Kitchen & Bathroom"", ""Easy Reach of Junction 7 of The M4 Motorway"", ""Easy Reach of Heathrow Airport"", ""Highly Recommended""]",51.5251277,-0.6715171,UNKNOWN
1444,https://www.onthemarket.com/details/13795519/,3 bedroom terraced house for sale,"Kitchener Road, High Wycombe HP11",315000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: D*,"1,033 sq ft / 96 sq m","[""Tenure: Freehold"", ""3 BEDROOM MID TERRACE"", ""2 RECEPTIONS"", ""KITCHEN"", ""DOWNSTAIRS BATHROOM"", ""PARKING"", ""GARDEN"", ""CLOSE TO TOWN CENTRE"", ""EASY ACCESS TO SCHOOLS"", ""FREEHOLD"", ""EASY ACCESS TO M40 MOTORWAY""]",51.631028630357,-0.766125391226,FREEHOLD
663,https://www.onthemarket.com/details/13937674/,3 bedroom terraced house for sale,"Sycamore Road, Chalfont St. Giles, HP8",459500,Guide price,Reduced yesterday,Terraced house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Three Bedrooms"", ""Popular Road"", ""Garage plus parking"", ""Two reception rooms"", ""Level rear garden"", ""No onward chain""]",51.630268436519,-0.580660509043,FREEHOLD
664,https://www.onthemarket.com/details/14787921/,4 bedroom end of terrace house for sale,"Roberts Drive, Aylesbury",425000,Price qualifier not available,Added > 14 days,End of terrace house,4 bed,1bath,EPC rating not available,"1,201 sq ft / 112 sq m","[""Extended family home"", ""Four bedrooms"", ""Corner plot"", ""Garage & parking to rear"", ""Side & rear gardens"", ""Close to town & station"", ""Refitted kitchen & utility room"", ""Viewing recommended""]",51.8238677,-0.8164205,UNKNOWN
665,https://www.onthemarket.com/details/14553952/,2 bedroom apartment for sale,"St. Marks Close, High Wycombe HP13",250000,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating: B*,570 sq ft / 53 sq m,"[""TWO DOUBLE BEDROOMS"", ""TOP FLOOR"", ""EN-SUITE TO MASTER"", ""WALK OF STATION"", ""OPEN PLAN LIVING"", ""UPVC DOUBLE GLAZING"", ""GAS CENTRAL HEATING"", ""ALLOCATED PARKING"", ""NO ONWARD CHAIN"", ""CLOSE TO TOWN""]",51.630561469735,-0.736226157316,UNKNOWN
666,https://www.onthemarket.com/details/14883440/,5 bedroom detached house for sale,"Cotswolds Way, Calvert, Buckinghamshire, MK18",600000,Offers over,Added > 14 days,Detached house,5 bed,3bath,EPC rating: C*,"2,441 sq ft / 227 sq m","[""Tenure: Freehold"", ""Three storey detached property"", ""Five bedrooms, two en suites, family bathroom"", ""Kitchen, utility room, cloakroom/shower room"", ""Dining area, dual aspect sitting room"", ""Gated off street parking, double garage"", ""Landscaped rear garden, hot tub"", ""Village location"", ""Grammar school catchment""]",51.91119993848,-1.003880540772,FREEHOLD
667,https://www.onthemarket.com/details/14682884/,3 bedroom terraced house for sale,"Chesham,  Buckinghamshire,  HP5",425000,Offers in excess of,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: D*,"1,292 sq ft / 120 sq m","[""Tenure: Freehold"", ""Sitting Room"", ""Dining Room"", ""Kitchen"", ""Cloakroom"", ""Family Bathroom"", ""Front & Rear Gardens"", ""Resident Permit Parking"", ""Downstairs WC""]",51.705259,-0.611285,FREEHOLD
1445,https://www.onthemarket.com/details/14116651/,2 bedroom flat for sale,"Bulstrode Court, Gerrards Cross, Buckinghamshire",475000,Guide price,Added > 14 days,Flat,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold"", ""Communal entrance hall"", ""Lift to all floors"", ""Private entrance hall"", ""Cloakroom"", ""Living/dining room with balcony"", ""Kitchen"", ""Two double bedrooms"", ""Bathroom"", ""Storage cupboards"", ""Communal gardens, Parking, Garage""]",51.5837768,-0.5593628,LEASEHOLD
669,https://www.onthemarket.com/details/13478979/,3 bedroom character property for sale,"High Street, Great Missenden, HP16",465000,Guide price,Added > 14 days,Character property,3 bed,1bath,EPC rating: D*,807 sq ft / 75 sq m,"[""Tenure: Leasehold (106 years remaining)""]",51.702332137995,-0.706115255906,LEASEHOLD
673,https://www.onthemarket.com/details/14712543/,2 bedroom flat for sale,"Wellesley Court, IVER SL0",325000,Price qualifier not available,Added > 14 days,Flat,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Share of freehold"", ""NO CHAIN"", ""GOOD AIRPORT AND MOTORWAY LINKS"", ""WALKING DISTANCE TO CROSSRAIL STATION"", ""GOOD CONDITION"", ""BALCONY""]",51.507960013816,-0.506714880702,FREEHOLD
674,https://www.onthemarket.com/details/14075188/,2 bedroom maisonette for sale,"Wentworth Avenue, Slough, Berkshire",115000,Offers in excess of,Added > 14 days,Maisonette,2 bed,1bath,EPC rating: E*,602 sq ft / 56 sq m,"[""Tenure: Leasehold"", ""2 bedrooms"", ""Maisonette"", ""First floor"", ""Garden"", ""Parking Space"", ""Popular residential location."", ""No Chain"", ""Shared Ownership"", ""Council tax C""]",51.535548851949,-0.630827178895,LEASEHOLD
675,https://www.onthemarket.com/details/14826129/,3 bedroom detached house for sale,Aston Clinton,585000,Price qualifier not available,Added > 14 days,Detached house,3 bed,2bath,EPC rating not available,Size info not available,"[""THREE BEDROOMS"", ""ENSUITE SHOWER ROOM TO MASTER"", ""DOWNSTAIRS CLOAKROOM"", ""KITCHEN/DINING ROOM"", ""FRONT AND REAR GARDENS"", ""GARAGE AND PARKING"", ""CUL-DE-SAC LOCATION"", ""PRIVATE ROAD""]",51.8025136,-0.7274903,UNKNOWN
676,https://www.onthemarket.com/details/14176070/,2 bedroom flat for sale,"Nicholas Charles Crescent, Aylesbury",210000,Price qualifier not available,Added > 14 days,Flat,2 bed,1bath,EPC rating: C*,559 sq ft / 52 sq m,"[""Tenure: Leasehold (113 years remaining)"", ""POPULAR BERRYFIELDS DEVELOPMENT"", ""FIRST FLOOR FLAT"", ""TWO BEDROOMS"", ""OPEN PLAN KITCHEN/LOUNGE/DINING ROOM"", ""GATED PARKING"", ""CLOSE TO LOCAL SCHOOLS & AMENITIES"", ""WALKING DISTANCE TO AYLESBURY PARKWAY STATION"", ""VIEWING HIGHLY RECOMMENDED""]",51.834850389719,-0.856651469414,LEASEHOLD
678,https://www.onthemarket.com/details/15015273/,4 bedroom detached house for sale,"Ascott Road, Aylesbury HP20",550000,Price qualifier not available,Added < 14 days,Detached house,4 bed,3bath,EPC rating: E*,"1,407 sq ft / 131 sq m","[""Four Double Bedrooms"", ""Two Ensuites"", ""Grammar School Catchment"", ""Walking Distance to Town Centre"", ""Potential to Extend (STPP)"", ""Council Tax: F"", ""EPC: TBC""]",51.82216217084,-0.804829234183,UNKNOWN
685,https://www.onthemarket.com/details/14179639/,3 bedroom detached house for sale,"Bottesford Close, Milton Keynes",350000,Price qualifier not available,Added > 14 days,Detached house,3 bed,1bath,EPC rating: C*,882 sq ft / 82 sq m,"[""THREE BEDROOMS"", ""DETACHED"", ""LOUNGE/DINER"", ""CONSERVATORY"", ""OFF ROAD PARKING"", ""NO CHAIN""]",52.0007134,-0.7697664,UNKNOWN
686,https://www.onthemarket.com/details/14636010/,2 bedroom apartment for sale,"Grove Gardens, High Wycombe HP13",287500,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating: C*,645 sq ft / 60 sq m,"[""OFFERED FOR SALE BY WYE RESIDENTIAL"", ""An Immaculate Two Bedroom Two Bathroom Town Centre Apartment"", ""Modern Slim Line Electric Heaters, Double Glazed Windows And Doors, Good Size Lounge"", ""Modern Fitted Kitchen Including Appliances And Contemporary Bathrooms"", ""Allocated Car Parking, Private South Facing Balcony With Views Across To Keep Hill Woods"", ""Over 120 Years Left On The Lease, Short Walk To Town And Station""]",51.626109793583,-0.733035904818,UNKNOWN
687,https://www.onthemarket.com/details/14854918/,2 bedroom terraced house for sale,"Two Mile Drive, Slough",375000,Guide price,Added > 14 days,Terraced house,2 bed,1bath,EPC rating not available,Size info not available,"[""Sold with no onward chain"", ""0.8 miles from Burnham Rail Station (Main Paddington Line and Crossrail Station - 20 minutes  to Central London)"", ""Private rear garden"", ""Within walking distance of Cippenham Schools & Western House Academy"", ""Close to local shops"", ""Off street parking"", ""Cul-de-Sac location"", ""Easy access to M4 Motorway (Junction 7)""]",51.5109226,-0.6466216,UNKNOWN
688,https://www.onthemarket.com/details/14409594/,2 bedroom terraced house for sale,"Northfield End, Henley-On-Thames RG9",490000,Guide price,Added > 14 days,Terraced house,2 bed,1bath,EPC rating not available,Size info not available,"[""Period cottage"", ""Close to Henley Town Centre"", ""2 Bedrooms"", ""Upstairs bathroom"", ""Garden outbuilding"", ""Period features""]",51.542372351007,-0.906899527314,UNKNOWN
689,https://www.onthemarket.com/details/14370311/,4 bedroom detached house for sale,"Bowland Drive, Emerson Valley",575000,Price qualifier not available,Added > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,237 sq ft / 115 sq m","[""Four bedroom detached"", ""Study"", ""Dining room with French doors"", ""Lounge with box bay window"", ""Refitted kitchen/breakfast room"", ""Utility room"", ""Refitted en-suite"", ""Refitted bathroom"", ""Double garage"", ""Good decorative order""]",52.0051657,-0.7785938,UNKNOWN
690,https://www.onthemarket.com/details/14202099/,3 bedroom house for sale,"Glenham Road, Thame",595000,Price qualifier not available,Reduced today,House,3 bed,2bath,EPC rating: D*,"1,690 sq ft / 157 sq m","[""An immaculate detached family home located within a popular development"", ""Picturesque Oxfordshire market town"", ""17' kitchen/breakfast room"", ""Spacious accommodation extending to 1,690 sq.ft"", ""Detached double garage"", ""Views to the rear"", ""London Marylebone in under 40 minutes from Haddenham & Thame parkway"", ""Oak framed enclosed area to garden for entertaining""]",51.7477689,-0.9608694,UNKNOWN
691,https://www.onthemarket.com/details/13704436/,4 bedroom detached house for sale,"Gainsborough Close, Grange Farm, Milton Keynes, Buckinghamshire, MK8",650000,Offers over,Added < 14 days,Detached house,4 bed,3bath,EPC rating: C*,"1,463 sq ft / 136 sq m","[""Tenure: Freehold"", ""FOUR DOUBLE BEDROOMS"", ""REFITTED KITCHEN/DINER"", ""DINING ROOM/STUDY"", ""DUAL ASPECT LIVING ROOM"", ""DOUBLE GARAGE"", ""LARGER THAN AVERAGE GARDEN"", ""REFITTED BATHROOMS"", ""HAZELEY SCHOOL CATCHMENT"", ""EASY ACCESS TO MAJOR COMMUTING ROUTES"", ""QUIET CUL-DE-SAC LOCATION""]",52.025138757882,-0.809291438056,FREEHOLD
697,https://www.onthemarket.com/details/14921197/,3 bedroom barn conversion for sale,"Liscombe Park, Leighton Buzzard LU7",600000,Price qualifier not available,Added > 14 days,Barn conversion,3 bed,3bath,EPC rating not available,Size info not available,"[""18th Century Barn Conversion"", ""Three En-suites"", ""Three Double Bedrooms"", ""Surrounded By Rolling Countryside"", ""Health Club and Equestrian Centre On Site"", ""Peaceful & Tranquil Setting"", ""Large Rear Garden"", ""Tenure Freehold EPC D Council Tax band: E""]",51.9159097,-0.7090539,UNKNOWN
698,https://www.onthemarket.com/details/14684553/,4 bedroom detached house for sale,"New Bradwell, Milton Keynes MK13",525000,Guide price,Added > 14 days,Detached house,4 bed,2bath,EPC rating not available,"1,829 sq ft / 170 sq m","[""Tenure: Freehold"", ""4 Double Bedrooms"", ""Double Garage"", ""Extended to Side"", ""3 Reception Rooms"", ""21' Kitchen/Dining Room"", ""Rear Garden Extends to Side"", ""En-suite Shower Room"", ""Walking Distance of Grand Union Canal""]",52.053535,-0.771245,FREEHOLD
1448,https://www.onthemarket.com/details/14727415/,3 bedroom end of terrace house for sale,"Queensgate, Fairford Leys, AYLESBURY, HP19 7WB",400000,Price qualifier not available,Added > 14 days,End of terrace house,3 bed,2bath,EPC rating: D*,"1,044 sq ft / 97 sq m","[""Tenure: Freehold"", ""FAIRFORD LEYS"", ""CLOSE TO VILLAGE CENTRE"", ""STUNNING CONDITION"", ""REFITTED KITCHEN"", ""REFITTED BATHROOM & ENSUITE"", ""THREE DOUBLE BEDROOMS"", ""UTILITY ROOM & CLOAKROOM"", ""GARAGE WITH PARKING"", ""SOUTH FACING GARDEN""]",51.816469287414,-0.836702529731,FREEHOLD
1449,https://www.onthemarket.com/details/14989561/,3 bedroom terraced house for sale,"Long Furlong Drive,  Slough, SL2",449000,Guide price,Added < 14 days,Terraced house,3 bed,2bath,EPC rating: D*,871 sq ft / 81 sq m,"[""Tenure: Freehold"", ""Front Garden"", ""Rear Garden"", ""Freehold"", ""Investment Opportunity"", ""Prime Location"", ""Close to public transport"", ""End of Terrace"", ""3 bedroom house""]",51.531934330384,-0.626482337267,FREEHOLD
1450,https://www.onthemarket.com/details/13896584/,1 bedroom apartment for sale,"The Green, Wooburn Green HP10",250000,Guide price,Added > 14 days,Apartment,1 bed,1bath,EPC rating: C*,344 sq ft / 32 sq m,"[""Ground Floor Maisonette"", ""Own Garden"", ""No Upper Chain"", ""Village location"", ""Fitted Kitchen"", ""Allocated Parking""]",51.587394642151,-0.683905231947,UNKNOWN
1451,https://www.onthemarket.com/details/15057397/,3 bedroom detached house for sale,"Chaffinch, Aylesbury",390000,Guide price,Added yesterday,Detached house,3 bed,1bath,EPC rating: D*,785 sq ft / 73 sq m,"[""Tenure: Freehold"", ""Popular Watermead Area"", ""Cul-de-sac Location"", ""Potential to Extend STPP"", ""Three Bedroom Detached"", ""Private Rear Garden"", ""Single Garage and Drive for Two Cars""]",51.832123455328,-0.803575153023,FREEHOLD
1453,https://www.onthemarket.com/details/15048273/,1 bedroom flat for sale,"Greystoke Road, Slough",175000,Offers over,Added < 7 days,Flat,1 bed,1bath,EPC rating: E*,473 sq ft / 44 sq m,"[""Sold with no onward chain"", ""0.5 miles from Burnham rail station (direct access across Central London via the Elizabeth Line)"", ""Allocated parking space"", ""Easy access to M4 Motorway (Junction 7)"", ""Remaining lease of 983 years"", ""Close to local shops and supermarkets""]",51.5277487,-0.6364601,UNKNOWN
1454,https://www.onthemarket.com/details/14979515/,1 bedroom apartment for sale,"Veryan Place, Fishermead",140000,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating: D*,516 sq ft / 48 sq m,"[""Tenure: Leasehold (89 years remaining)"", ""CHAIN FREE"", ""APARTMENT"", ""ONE BEDROOM"", ""CENTRAL LOCATION"", ""CLOSE TO CMK"", ""COUNCIL TAX BAND A""]",52.0371998,-0.7394647,LEASEHOLD
1455,https://www.onthemarket.com/details/14974727/,3 bedroom maisonette for sale,"Hatton Avenue, Slough SL2",348950,Guide price,Added > 14 days,Maisonette,3 bed,2bath,EPC rating: C*,775 sq ft / 72 sq m,"[""Tenure: Leasehold"", ""Private Garden"", ""Parking"", ""Preinstalled  alarm"", ""Celling music surrounds"", ""preinstalled CCTV"", ""No Chain""]",51.52965717264,-0.609580375825,LEASEHOLD
1461,https://www.onthemarket.com/details/14932773/,3 bedroom bungalow for sale,"Harkness Road, Burnham SL1",450000,Price qualifier not available,Added > 14 days,Bungalow,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""DETACHED BUNGALOW"", ""GARAGE AND DRIVEWAY"", ""CUL DE SAC LOCATION"", ""FREEHOLD"", ""LENT RISE SCHOOL CATCHMENT"", ""LESS THAN 1 MILE TO TAPLOW TRAIN STATION"", ""WALKING DISTANCE TO BURNHAM VILLAGE""]",51.527802063206,-0.66614023588,FREEHOLD
1462,https://www.onthemarket.com/details/15033108/,5 bedroom detached house for sale,"Orchard End, Edlesborough, LU6 2RE",625000,Guide price,Added < 7 days,Detached house,5 bed,2bath,EPC rating not available,Size info not available,[],51.8684434,-0.5872183,UNKNOWN
692,https://www.onthemarket.com/details/14617529/,4 bedroom terraced house for sale,"Minster Way, Langley, Berkshire, SL3",525000,Guide price,Added > 14 days,Terraced house,4 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Four bedrooms"", ""Two bathrooms"", ""Double glazed"", ""No onward chain"", ""Close to good schools"", ""Walking distance to Langley station (Crossrail)""]",51.50666097248,-0.551322835402,FREEHOLD
693,https://www.onthemarket.com/details/12870687/,2 bedroom apartment for sale,"Grange Road, Chalfont St. Peter, Gerrards Cross, SL9",375000,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (991 years remaining)"", ""Two bedrooms"", ""Two bathrooms"", ""No onward chain"", ""Open plan kitchen/dining/livingroom"", ""Two parking spaces"", ""Convenient location""]",51.606152083995,-0.55919188086,LEASEHOLD
694,https://www.onthemarket.com/details/15012827/,3 bedroom semi-detached house for sale,"Moats Crescent, Thame, OX9",550000,Offers in excess of,Added < 14 days,Semi-detached house,3 bed,1bath,EPC rating: C*,"1,011 sq ft / 94 sq m","[""Tenure: Freehold"", ""Private gardens approaching 1/4 acre"", ""Potential to extend (subject to planning permission)"", ""Prime town centre location"", ""Three bedrooms"", ""Ground floor extended to offer:"", ""Living room"", ""Dining room"", ""Study"", ""Kitchen breakfast room"", ""Off-road parking""]",51.747638912317,-0.972741134951,FREEHOLD
695,https://www.onthemarket.com/details/8252083/,2 bedroom terraced house for sale,"Bisham Village, Marlow SL7",650000,Offers in excess of,Added > 14 days,Terraced house,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Fabulous Period Home"", ""Sought After Village"", ""Good Transport Links"", ""Lovely Rear Garden + Garden Office"", ""Stylish Contemporary Interior"", ""2 Bedrooms"", ""Living Room with Fireplace"", ""Separate Dining Room"", ""No Onward Chain"", ""Character Features""]",51.563616539771,-0.773678774474,FREEHOLD
696,https://www.onthemarket.com/details/13856114/,3 bedroom terraced house for sale,"Granville Avenue, Slough",414950,Guide price,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: D*,725 sq ft / 67 sq m,"[""Well Presented Three Bedroom Family Home"", ""Popular Location North of Slough Town Centre"", ""Close to Popular Schools & Amenities"", ""Potential to Extend"", ""Driveway Parking"", ""Large Rear Garden"", ""Gas Central Heating & Double Glazing"", ""Easy Reach of Slough Mainline Station (Main Paddington Line & Crossrail)"", ""Short Walk to Local Shops & Several Supermarkets"", ""Sold with No Onward Chain""]",51.5266829,-0.605514,UNKNOWN
713,https://www.onthemarket.com/details/14726417/,1 bedroom apartment for sale,"Winslow, Buckingham MK18",145000,Guide price,Added > 14 days,Apartment,1 bed,1bath,EPC rating: E*,409 sq ft / 38 sq m,"[""Tenure: Leasehold (120 years remaining)""]",51.9415805,-0.881276,LEASEHOLD
1463,https://www.onthemarket.com/details/14097414/,3 bedroom detached house for sale,"Walker Avenue, Wolverton Mill, Milton Keynes",425000,Offers in excess of,Added > 14 days,Detached house,3 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Impeccably designed contemporary home with high-spec features"", ""Single garage plus separate driveway for two vehicles"", ""Generous private rear garden enhanced by gas-to-radiator central heating and double glazing"", ""Popular location in Wolverton Mill, close to train stations, A5 access, and Junction 14 of the M1"", ""Thoughtfully laid out interior, including an inviting entrance hall and generously proportioned lounge"", ""Luxurious master bedroom with en-suite, two additional double bedrooms, and a stylish family bathroom""]",52.0603418,-0.8308186,FREEHOLD
1464,https://www.onthemarket.com/details/13621785/,2 bedroom detached house for sale,"Chapel Lane, Akeley, Buckingham",425000,Price qualifier not available,Added > 14 days,Detached house,2 bed,1bath,EPC rating not available,Size info not available,"[""Rare opportunity"", ""In Need of Updates"", ""Potential to Extend"", ""Off Road Parking"", ""Large Garden"", ""Sought after village""]",52.0409805,-0.9634668,UNKNOWN
1465,https://www.onthemarket.com/details/14739830/,5 bedroom detached house for sale,"Morgan Drive, Aylesbury",635000,Price qualifier not available,Added > 14 days,Detached house,5 bed,3bath,EPC rating: B*,"2,271 sq ft / 211 sq m","[""Detached family home"", ""Five double bedrooms"", ""Refitted kitchen/breakfast room"", ""Three reception rooms"", ""Double garage & driveway parking"", ""Popular modern development"", ""Family bathroom, two en-suites & cloakroom"", ""Front & rear gardens"", ""Less than half mile from main-line station"", ""Internal viewing recommended""]",51.837567744438,-0.854689740074,UNKNOWN
1466,https://www.onthemarket.com/details/14462450/,2 bedroom apartment for sale,"50 Mortimer Square, MILTON KEYNES, MK9",250000,Guide price,Added > 14 days,Apartment,2 bed,2bath,EPC rating: B*,699 sq ft / 65 sq m,"[""Tenure: Leasehold"", ""TWO DOUBLE BEDROOMS"", ""EN SUITE"", ""PARKING"", ""NO CHAIN"", ""FULLY FITTED KITCHEN""]",52.037917505254,-0.762262921032,LEASEHOLD
1473,https://www.onthemarket.com/details/14774435/,3 bedroom semi-detached house for sale,High Wycombe HP12,415000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: D*,904 sq ft / 84 sq m,"[""Three Bedrooms"", ""Semi-Detached House"", ""Two Reception Rooms"", ""Downstairs Cloakroom"", ""Utility Room"", ""Rear Enclosed Garden"", ""Driveway Parking"", ""Ideal Buy to Let Investment"", ""Ideal First Time Purchase"", ""No Onward Chain""]",51.6192426,-0.7742376,UNKNOWN
1474,https://www.onthemarket.com/details/14560393/,2 bedroom terraced house for sale,"Town Lane, Wooburn Town HP10",340000,Guide price,Reduced < 14 days,Terraced house,2 bed,0bath,EPC rating: D*,505 sq ft / 47 sq m,"[""2 Bedrooms"", ""Character Cottage"", ""Lounge"", ""Kitchen"", ""No Upper Chain"", ""Allocated Parking""]",51.581825388866,-0.689172861487,UNKNOWN
1475,https://www.onthemarket.com/details/14002112/,1 bedroom apartment for sale,"High Street, Iver SL0",265000,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold"", ""WALKING DISTANCE  TO SHOPS AND SCHOOLS"", ""GOOD AIRPORT AND MOTORWAY LINKS"", ""GOOD CONDITION"", ""HIGH STREET LOCATION""]",51.520232239365,-0.506344323052,LEASEHOLD
1476,https://www.onthemarket.com/details/14844835/,3 bedroom duplex for sale,"Woodall Close, Middleton, Milton Keynes, MK10",340000,Offers in region of,Added > 14 days,Duplex,3 bed,2bath,EPC rating: C*,936 sq ft / 87 sq m,"[""999 Year Lease"", ""Two Double Bedrooms"", ""Duplex Apartment"", ""WC & En Suite Bathrooms"", ""Gated Allocated Parking"", ""Garage"", ""Own a Share of Freehold"", ""Oakgrove & Middleton School Catchments"", ""EPC - C"", ""Council Tax - B""]",52.044359749948,-0.717541995935,UNKNOWN
1477,https://www.onthemarket.com/details/14673301/,3 bedroom detached house for sale,Cheddington,515000,Price qualifier not available,Added > 14 days,Detached house,3 bed,2bath,EPC rating: B*,"1,087 sq ft / 101 sq m","[""Tenure: Freehold"", ""A `Charles Church` quality home"", ""Three bedrooms, two bathrooms and a downstairs cloakroom"", ""Driveway parking and single garage with light and power"", ""Desirable Buckinghamshire village locatiion"", ""Surrounded by beautiful countryside""]",51.8511817,-0.6681813228784121,FREEHOLD
1478,https://www.onthemarket.com/details/14362377/,3 bedroom semi-detached house for sale,"Colborne Road, High Wycombe HP13",450000,Guide price,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: C*,850 sq ft / 79 sq m,"[""Three Bedrooms"", ""Modern Family Bathroom"", ""Downstairs Cloakroom"", ""Two Reception Rooms"", ""Outside Store"", ""Fully Reburbished"", ""Private Parking"", ""UPVC Double Glazing"", ""Walk to Train Station"", ""Gas Central Heating""]",51.636360077702,-0.731339949527,UNKNOWN
1479,https://www.onthemarket.com/details/14880174/,3 bedroom apartment for sale,Thame,485000,Price qualifier not available,Added > 14 days,Apartment,3 bed,2bath,EPC rating not available,Size info not available,"[""A stunning and spacious three bedroom apartment in Thame High Street"", ""Newly converted from the iconic former National Westminster Bank building"", ""Wonderful views looking out over the Thame's bustling High Street"", ""Spacious and light sitting room / dining room with solid oak flooring"", ""Kitchen with extensive range of units and Bosch integrated appliances"", ""Main bedroom with window seat and bespoke wardrobes"", ""Second bedroom with en suite shower room and hand crafted wardrobes"", ""Third bedroom with bespoke wardrobes"", ""Modern and contemporary bathroom with separate shower"", ""Security intercom system""]",51.7482733,-0.9781805,UNKNOWN
